417459;1,11656E+13;ALLCARE ADMINISTRADORA DE BENEFÃCIOS EM SAÃšDE LTDA.;ALLCARE ADMINISTRADORA DE BENEFÃCIOS EM SAÃšDE;Administradora de BenefÃ­cios
515;4,43963E+12;ALLIANZ SAÃšDE S/A;;Seguradora Especializada em SaÃºde
423262;4,55685E+13;ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA;ALMA ODONTO;Odontologia de Grupo
419982;2,04593E+13;ALPHA DENTAL PLANO DE SAUDE LTDA ME;DENTALMED;Odontologia de Grupo
420255;2,21031E+13;ALTER ADMINISTRADORA DE BENEFICIOS S.A.;;Administradora de BenefÃ­cios
344800;6,2511E+13;ALVORECER - ASSOCIAÃ‡ÃƒO DE SOCORROS MÃšTUOS;ALVORECER;Medicina de Grupo
424234;5,63075E+13;AMAZIL ASSISTENCIA MEDICA DO BRASIL LTDA;AMAZIL   ;Medicina de Grupo
419052;1,6927E+13;AMAZÃ”NIA PLANOS DE SAÃšDE LTDA;PLANO AMAZÃ”NIA SAÃšDE;Medicina de Grupo
423351;4,66145E+13;AME VVIDA PLANOS DE SAUDE INTEGRADO LTDA.;VIVA VIDA;Medicina de Grupo
304531;1,71439E+13;AME-ASSISTÃŠNCIA MÃ‰DICA A EMPRESAS LTDA;AME-SISTEMA DE SAÃšDE 24 HORAS;Medicina de Grupo
413330;4,25707E+12;AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA;AMEP FREGUESIA OPERADORA DE PLANOS DE SAUDE LTDA;Medicina de Grupo
394734;6,784E+13;AMEPLAN ASSISTÃŠNCIA MÃ‰DICA PLANEJADA LTDA;AMEPLAN ASSITENCIA MÃ‰DICA PLANEJADA  LTDA.;Medicina de Grupo
321338;8,46383E+13;AMERON - ASSISTÃŠNCIA MÃ‰DICA RONDÃ”NIA S/A.;AMERON;Medicina de Grupo
401081;6,8668E+13;AMESC - ASSOCIAÃ‡ÃƒO MÃ‰DICA ESPÃRITA CRISTÃƒ;GRUPO CEMERU SAÃšDE;Medicina de Grupo
418587;1,51311E+13;AMHA SAUDE S/A;AMHA SAUDE S/A;Medicina de Grupo
421731;2,91749E+13;AMHE MED ASSISTENCIA A SAUDE LTDA - EPP;AMHE MED;Medicina de Grupo
326305;2,93091E+13;AMIL ASSISTÃŠNCIA MÃ‰DICA INTERNACIONAL S.A.;AMIL;Medicina de Grupo
325465;2,09469E+13;AMPARA ASSISTÃŠNCIA MÃ‰DICA PARAÃSO LTDA;AMPARA ;Medicina de Grupo
422720;4,10775E+13;AMPLA PLANOS DE SAUDE LTDA;AMPLA  ;Medicina de Grupo
423858;4,30476E+13;AMPLITUDE PLANOS DE SAUDE LTDA ;VYDA SAUDE;Medicina de Grupo
423319;4,59812E+13;ANAFE SAUDE;ANAFE SAUDE;AutogestÃ£o
421871;3,01378E+12;ANGELI SISTEMAS DE SAUDE S.A.;;Medicina de Grupo
422932;3,58085E+13;APLUS ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de BenefÃ­cios
421693;3,09025E+13;AQQUER - ADMINISTRADORA DE BENEFÃCIOS LTDA;AQQUER ADMINISTRADORA;Administradora de BenefÃ­cios
416070;1,74697E+13;ARCELORMITTAL BRASIL S/A;ARCELORMITTAL BRASIL S/A;AutogestÃ£o
422941;4,17153E+13;ARL ADMINISTRADORA DE BENEFÃCIOS LTDA.;ARL ADMINISTRADORA DE BENEFÃCIOS;Administradora de BenefÃ­cios
352152;7,43507E+11;ARM PLANOS ODONTOLÃ“GICOS LTDA.;ARM ODONTOLOGIA;Odontologia de Grupo
424340;5,72673E+13;ARTYODONTO BRASIL  PLANO DE ASSISTÃŠNCIA ODONTOLÃ“GICA LTDA;ARTYODONTO BRASIL;Odontologia de Grupo
417769;1,20805E+13;ASSISTE ADMINISTRADORA DE BENEFÃCIOS LTDA;ASSISTE ;Administradora de BenefÃ­cios
423912;5,32498E+13;ASSISTÃŠNCIA MÃ‰DICA 12 DE OUTUBRO LTDA;;Medicina de Grupo
325236;6,68548E+13;ASSISTÃŠNCIA MÃ‰DICA SÃƒO MIGUEL LTDA;SÃƒO MIGUEL SAÃšDE;Medicina de Grupo
365297;1,87259E+12;ASSISTÃŠNCIA ODONTOLÃ“GICA ESPECIALIZADA LTDA;RISO PLANO ODONTOLOGICO;Odontologia de Grupo
423432;4,73253E+13;ASSOC DE ASSIST Ã€ SAÃšDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE;ADUFEPE SAÃšDE;AutogestÃ£o
409634;7,35653E+13;ASSOCIACAO CIVIL PRÃ“-SAÃšDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA;PRO-SAUDE;Medicina de Grupo
360783;5,90078E+13;ASSOCIACAO DE SAUDE HOLAMBRA;ASSOCIAÃ‡ÃƒO DE SAÃšDE HOLAMBRA;Medicina de Grupo
317632;6,2636E+13;ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DE SAO PAULO;ASSOCIAÃ‡ÃƒO DOS AGENTES FISCAIS DE RENDAS DO EST. DE SP;AutogestÃ£o
343129;1,31008E+13;ASSOCIACAO DOS PROFESSORES UNIVERSITÃRIOS DA BAHIA;APUB SAÃšDE;AutogestÃ£o
420093;1,30832E+13;ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;ASSEM;AutogestÃ£o
406635;7,15657E+13;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA;APAS/ITAPETININGA;AutogestÃ£o
410608;2,0072E+11;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS);APAS - PRESIDENTE PRUDENTE;AutogestÃ£o
417599;9,2741E+13;ASSOCIAÃ‡AO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL;VERTE SAUDE - AFPERGS;Filantropia
333867;8,97617E+13;ASSOCIAÃ‡AO UNISAUDE MARAU;UNISAÃšDE;Medicina de Grupo
406554;8,33673E+13;ASSOCIAÃ‡ÃƒO ADVENTISTA NORTE BRASILEIRA DE PREVENÃ‡ÃƒO E ASSISTÃŠNCIA A SAÃšDE;GARANTIA DE SAÃšDE - HOSPITAIS ADVENTISTA DE BELÃ‰M E MANAUS;Filantropia
411752;3,84945E+12;ASSOCIAÃ‡ÃƒO ASSISTENCIAL DE SAÃšDE SUPLEMENTAR CRUZ AZUL SAÃšDE;CRUZ AZUL SAÃšDE;Medicina de Grupo
322326;2,53358E+13;ASSOCIAÃ‡ÃƒO BENEFICENTE CATÃ“LICA;HOSPITAL SANTA ISABEL;Filantropia
304131;2,03025E+12;ASSOCIAÃ‡ÃƒO BENEFICENTE DE ASSISTÃŠNCIA A SAÃšDE DOS JUÃZES DO TRABALHO DA 15Âª REGIÃƒO (ABAS 15);SAÃšDE ABAS;AutogestÃ£o
382540;3,1241E+13;ASSOCIAÃ‡ÃƒO BENEFICENTE DOS PROFESSORES PÃšBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI;APPAI;Medicina de Grupo
417947;1,09355E+13;ASSOCIAÃ‡ÃƒO DA SANTA CASA SAÃšDE DE RIBEIRÃƒO PRETO;SANTA CASA SAÃšDE DE RIBEIRÃƒO PRETO;Medicina de Grupo
417955;7,94502E+12;ASSOCIAÃ‡ÃƒO DE ASSISTÃŠNCIA MÃ‰DICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÃ;JUDICEMED;AutogestÃ£o
416690;7,78135E+12;ASSOCIAÃ‡ÃƒO DE ASSISTÃŠNCIA Ã€ SAÃšDE DA AMAGIS;AMAGIS SAÃšDE;AutogestÃ£o
416568;8,20204E+12;ASSOCIAÃ‡ÃƒO DE ASSISTÃŠNCIA Ã€ SAÃšDE DOS EMPREGADOS DA COPASA;COPASS SAÃšDE;AutogestÃ£o
314218;6,09752E+13;ASSOCIAÃ‡ÃƒO DE BENEFICÃŠNCIA E FILANTROPIA SÃƒO CRISTOVÃƒO;;Filantropia
423475;3,46849E+12;ASSOCIAÃ‡ÃƒO DE PROTEÃ‡ÃƒO Ã€ MATERNIDADE E Ã€ INFANCIA DE CUIABÃ ;HOSPITAL GERAL E MATERNIDADE DE CUIABÃ;Filantropia
422321;3,56573E+13;ASSOCIAÃ‡ÃƒO DE SAÃšDE DO VALE;LEVMED SAÃšDE;Medicina de Grupo
418731;1,50224E+13;ASSOCIAÃ‡ÃƒO DE SAÃšDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃƒO;HFC SAÃšDE;Medicina de Grupo
417530;1,19394E+13;ASSOCIAÃ‡ÃƒO DE SAÃšDE PORTUGUESA DE BENEFICÃŠNCIA;SAÃšDE BENEFICÃŠNCIA;Medicina de Grupo
393533;1,2317E+13;ASSOCIAÃ‡ÃƒO DO FISCO DE ALAGOAS;;AutogestÃ£o
420000;1,57131E+13;ASSOCIAÃ‡ÃƒO DO PLANO DE SAÃšDE DA SANTA CASA DE MISERICÃ“RDIA DE ITABUNA - PLANSUL;PLANSUL;Medicina de Grupo
387185;3,40113E+13;ASSOCIAÃ‡ÃƒO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO;AFRERJ;AutogestÃ£o
330281;9,30624E+12;ASSOCIAÃ‡ÃƒO DOS AUDITORES FISCAIS DO ESTADO DA PARAÃBA - AFRAFEP;AFRAFEP - SAUDE;AutogestÃ£o
384704;1,31704E+13;ASSOCIAÃ‡ÃƒO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÃ‡ÃƒO E OBRAS PÃšBLICAS - ASSEC;ASSEC;AutogestÃ£o
382639;9,29111E+13;ASSOCIAÃ‡ÃƒO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC;AFISVEC - SAÃšDE;AutogestÃ£o
306754;2,99149E+11;ASSOCIAÃ‡ÃƒO DOS FUNCIONÃRIOS DO FISCO DO ESTADO DE GOIÃS;AFFEGO-SAÃšDE;AutogestÃ£o
388092;4,50325E+12;ASSOCIAÃ‡ÃƒO DOS FUNCIONÃRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM;AFFEAM SAÃšDE;AutogestÃ£o
335754;1,4799E+13;ASSOCIAÃ‡ÃƒO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA;ASFEB;AutogestÃ£o
309028;2,9168E+13;ASSOCIAÃ‡ÃƒO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;ASSIST;Medicina de Grupo
419591;2,01608E+13;ASSOCIAÃ‡ÃƒO DOS SERVIDORES PÃšBLICOS DA ADMINISTRAÃ‡ÃƒO DIRETA DO GOVERNO DO ESTADO DO PARÃ - ASPARÃ;ASPARÃ;AutogestÃ£o
342556;8,75474E+13;ASSOCIAÃ‡ÃƒO DR. BARTHOLOMEU TACCHINI;PLANO DE SAÃšDE TACCHIMED;Filantropia
326755;7,86138E+13;ASSOCIAÃ‡ÃƒO EVANGELICA BENEFICENTE DE LONDRINA;PLANO DE SAUDE HOSPITALAR;Filantropia
422053;3,39222E+13;ASSOCIAÃ‡ÃƒO FCA SAÃšDE;STELLANTIS SAUDE PE/PB;AutogestÃ£o
416584;8,88327E+12;ASSOCIAÃ‡ÃƒO FUNDO DE PROTEÃ‡ÃƒO Ã€ SAÃšDE;FUPS;AutogestÃ£o
402206;2,22014E+12;ASSOCIAÃ‡ÃƒO GOIANA DO MINISTÃ‰RIO PÃšBLICO;AGMP;AutogestÃ£o
421618;3,07246E+13;ASSOCIAÃ‡ÃƒO HOSPITAL SAÃšDE DE VARGEM GRANDE DO SUL;HOSPITAL SAÃšDE;Medicina de Grupo
423807;9,26858E+13;ASSOCIAÃ‡ÃƒO HOSPITALAR MOINHOS DE VENTO;HOSPITAL MOINHOS DE VENTO;AutogestÃ£o
419150;1,53233E+13;ASSOCIAÃ‡ÃƒO MAIS SAÃšDE SANTA CASA DE SÃƒO JOÃƒO DA BOA VISTA;MAIS SAÃšDE SANTA CASA;Medicina de Grupo
417211;1,11778E+13;ASSOCIAÃ‡ÃƒO MINEIRA DE ASSISTÃŠNCIA Ã€ SAÃšDE DOS MEMBROS DO MINISTÃ‰RIO PÃšBLICO;AMMP SAÃšDE;AutogestÃ£o
420158;2,38693E+13;ASSOCIAÃ‡ÃƒO PADRE ALBINO SAÃšDE;PADRE ALBINO SAUDE;Medicina de Grupo
420816;2,51412E+13;ASSOCIAÃ‡ÃƒO PADRE PIO PLANOS DE SAÃšDE;PADRE PIO PLANOS DE SAÃšDE;Medicina de Grupo
418617;1,20495E+13;ASSOCIAÃ‡ÃƒO PARANAENSE DE ASSISTÃŠNCIA Ã€ SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÃ;PROMED;AutogestÃ£o
422631;3,94276E+13;ASSOCIAÃ‡ÃƒO PETROBRAS DE SAÃšDE - APS;;AutogestÃ£o
419974;1,9512E+13;ASSOCIAÃ‡ÃƒO PLAME DE SAÃšDE;PLAMESC- PLANO MÃ‰DICO SANTA CASA;Medicina de Grupo
419958;2,09618E+13;ASSOCIAÃ‡ÃƒO PLANO DE SAÃšDE SANTA CASA DE VALINHOS;PSC SAÃšDE - ASSISTÃŠNCIA MEDICA  ;Medicina de Grupo
408093;6,64933E+13;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU;APAS-BOTUCATU;AutogestÃ£o
408263;7,17533E+13;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTENCIA Ã€ SAUDE DE SAO JOAO DA BOA VISTA;APAS - ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠCIA Ã€ SAÃšDE SJBVISTA;AutogestÃ£o
409413;4,44803E+11;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA A SAÃšDE;APAS FERNANDOPOLIS;AutogestÃ£o
410110;34259000153;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA A SAÃšDE DA BAIXADA SANTISTA;APAS BAIXADA SANTISTA;AutogestÃ£o
406813;5,97661E+13;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE;APAS ANDRADINA;AutogestÃ£o
406937;5,72725E+13;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE;APAS/MARILIA;AutogestÃ£o
410128;7,15593E+13;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE;APAS SAÃšDE SOROCABA;AutogestÃ£o
409405;6,42842E+11;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE - VALE DO RIBEIRA;APAS VALE  DO RIBEIRA;AutogestÃ£o
423203;8,41848E+11;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE APAS;APAS ASSIS;AutogestÃ£o
414212;5,97621E+13;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE ARAÃ‡ATUBA (APAS);ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE ARAÃ‡ATUBA;AutogestÃ£o
407569;7,29164E+13;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE BARRETOS;APAS- BARRETOS;AutogestÃ£o
406945;1,47571E+11;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE BAURU;APAS BAURU;AutogestÃ£o
408026;6,6569E+11;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE DRACENA;APAS DE DRACENA;AutogestÃ£o
408034;6,6491E+13;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE JAÃš;APAS-JAU;AutogestÃ£o
411248;6,48506E+11;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE PRESIDENTE VENCESLAU;APAS/PV;AutogestÃ£o
408794;7,29183E+13;ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA Ã€ SAÃšDE DE RIBEIRÃƒO PRETO (APAS);APAS ASSOCIAÃ‡ÃƒO POLICIAL DE ASSISTÃŠNCIA A SAÃšDE RIBEIRÃƒO PRETO;AutogestÃ£o
420786;2,48075E+13;ASSOCIAÃ‡ÃƒO SANTA CASA CLÃNICAS DE BIRIGUI;SANTA CASA CLÃNICAS;Medicina de Grupo
418803;1,66656E+13;ASSOCIAÃ‡ÃƒO SANTA CASA SAÃšDE DE ARAÃ‡ATUBA;SANTA CASA SAÃšDE DE ARAÃ‡ATUBA;Medicina de Grupo
419249;1,83215E+13;ASSOCIAÃ‡ÃƒO SANTA CASA SAÃšDE DE SÃƒO JOSÃ‰ DOS CAMPOS;SANTA CASA SAÃšDE;Medicina de Grupo
418021;1,30012E+13;ASSOCIAÃ‡ÃƒO SANTA SAÃšDE;PLANO SANTA SAÃšDE;Medicina de Grupo
330892;2,90348E+12;ASSOCIAÃ‡ÃƒO SAÃšDE CONCEIÃ‡ÃƒO;SAÃšDE CONCEIÃ‡ÃƒO;Medicina de Grupo
418218;1,13367E+13;ASSOCIAÃ‡ÃƒO SAÃšDE RURAL ALEGRETE;SAÃšDE RURAL;Medicina de Grupo
418919;1,18674E+13;ASSOCIAÃ‡ÃƒO SAÃšDE SÃƒO JOSÃ‰;SAÃšDE SÃƒO JOSÃ‰;Medicina de Grupo
417220;1,07961E+13;ASSOCIAÃ‡ÃƒO SERVIÃ‡OS ODONTOLÃ“GICOS DA INDÃšSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;ODONTOINDUSTRIA;Odontologia de Grupo
419141;1,49461E+13;ASSOCIAÃ‡ÃƒO SÃƒO FRANCISCO VIDA;SÃƒO FRANCISCO VIDA;Medicina de Grupo
421006;2,70675E+13;ASSOCIAÃ‡ÃƒO SÃƒO LUIZ SAÃšDE;SÃƒO LUIZ SAÃšDE;Medicina de Grupo
420123;2,35572E+13;ASSOCIAÃ‡ÃƒO UNIVIDA SANTA RITA DO PASSA QUATRO;ASSOCIAÃ‡ÃƒO UNIVIDA;Medicina de Grupo
412635;3,07714E+11;ASSOCIAÃ‡ÃƒO VALEPARAIBANA DE ASSISTÃŠNCIA MÃ‰DICA POLICIAL;AVAMP;AutogestÃ£o
420794;2,37795E+13;ASSOREL BRASIL ADMINISTRADORA DE BENEFICIOS LTDA - EPP;ASSOREL BRASIL;Administradora de BenefÃ­cios
336874;1,52451E+13;ATEMDE ODONTO SAÃšDE CLUBE DE BENEFÃCIOS;ATEMDE ODONTO;Odontologia de Grupo
422151;3,47321E+13;ATITUDE SAÃšDE ASSISTÃŠNCIA MEDICA LTDA;ATITUDE SAÃšDE;Medicina de Grupo
320510;6,92892E+13;ATÃVIA SERVIÃ‡OS DE SAÃšDE S/A;;Medicina de Grupo
423629;4,99555E+13;AURORA SAÃšDE LTDA;AURORA SAÃšDE;Medicina de Grupo
327417;5,98478E+13;AUSTACLINICAS ASSISTÃŠNCIA MÃ‰DICA E HOSPITALAR LTDA;AUSTACLINICAS;Medicina de Grupo
423734;5,05078E+13;AVANT ADMINISTRADORA DE BENEFICIOS LTDA;AVANT;Administradora de BenefÃ­cios
424005;5,11247E+13;AVANTI ADMINISTRADORA DE BENEFÃCIOS EM SAÃšDE LTDA EPP;AVANTI VIDA E SAÃšDE;Administradora de BenefÃ­cios
418013;1,29032E+13;BACCS ADMINISTRADORA DE BENEFÃCIOS LTDA;BACCS;Administradora de BenefÃ­cios
422991;4,12153E+13;BAUEN LIFE LTDA.;BAUEN LIFE;Administradora de BenefÃ­cios
419257;1,92405E+13;BCI ADMINISTRADORA DE BENEFÃCIOS LTDA.;BCI ADMINISTRADORA DE BENEFÃCIOS;Administradora de BenefÃ­cios
419125;7,61195E+12;BEDOIS SERVIÃ‡OS DE ADMINISTRAÃ‡ÃƒO DE BENEFÃCIOS LTDA.;BEDOIS SERVIÃ‡OS DE ADMINISTRAÃ‡ÃƒO DE BENEFÃCIOS LTDA.;Administradora de BenefÃ­cios
421332;2,91383E+13;BEM ADMINISTRADORAS LTDA;;Administradora de BenefÃ­cios
420697;2,53138E+13;BEM ESTAR ADMINISTRADORA DE BENEFÃCIOS LTDA;;Administradora de BenefÃ­cios
417874;8,1926E+12;BEM MAIS ODONTO OPERADORA ODONTOLÃ“GICA LTDA.;BEM MAIS ODONTO OPERADORA ODONTOLÃ“GICA LTDA.;Odontologia de Grupo
423181;4,5051E+13;BEMSTAR ASSISTENCIA MEDICA LTDA;BEMSTAR;Medicina de Grupo
318299;8,3506E+13;BENEFICENCIA CAMILIANA DO SUL;PLANO DE SAÃšDE SÃƒO CAMILO;Filantropia
421189;2,27091E+13;BENEFICENCIA SOCIAL BOM SAMARITANO;HOSPITAL BOM SAMARITANO;Filantropia
419869;1,23803E+13;BENEFIT ADMINISTRADORA DE BENEFÃCIOS LTDA.;;Administradora de BenefÃ­cios
423891;5,04361E+13;BENEFIT BENEFICIOS LTDA;******;Administradora de BenefÃ­cios
423467;4,60924E+13;BENET ADMINISTRAÃ‡ÃƒO DE BENEFÃCIOS LTDA;BENET ADMINISTRAÃ‡ÃƒO DE BENEFÃCIOS;Administradora de BenefÃ­cios
421324;2,91791E+13;BENEVITAE ADMINISTRADORA DE BENEFÃCIOS LTDA;BENEVITAE;Administradora de BenefÃ­cios
417718;1,10731E+13;BENEVIX ADMINISTRADORA DE BENEFÃCIOS LTDA;BENEVIX ADMINISTRADORA;Administradora de BenefÃ­cios
366561;2,84939E+12;BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.;BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR  LTDA;Medicina de Grupo
420042;1,38524E+13;BEST LIFE ASSESSORIA NA GESTÃƒO E ADMINISTRADORA DE BENEFÃCIOS LTDA;BEST LIFE BENEFÃCIOS;Administradora de BenefÃ­cios
421766;3,24217E+13;BEST SENIOR OPERADORA DE SAÃšDE LTDA;BEST SAÃšDE;Medicina de Grupo
402966;3,12315E+12;BIO SAÃšDE SERVIÃ‡OS MÃ‰DICOS LTDA;BIO SAÃšDE;Medicina de Grupo
419079;1,46742E+13;BIORAL SISTEMA ODONTOLÃ“GICO LTDA.;BIORAL PLANOS DE SAÃšDE LTDA;Odontologia de Grupo
415111;4,29914E+12;BIOVIDA SAÃšDE LTDA.;BIOVIDA SAÃšDE;Medicina de Grupo
422401;3,46736E+13;BIT LIFE BENEFÃCIOS LTDA;BIT LIFE ;Administradora de BenefÃ­cios
423998;5,40252E+13;BLUE UNION SAUDE ADMINISTRADORA DE BENEFICIOS LTDA;BLUE UNION SAUDE ADMINISTRADORA DE BENEFICIOS ;Administradora de BenefÃ­cios
424170;5,45579E+13;BLUZZ SAÃšDE S/A;;Medicina de Grupo
424218;5,69807E+13;BOA SAUDE ADMNISTRADORA DE BENEFICIOS DE SAUDE LTDA;BOA SAUDE;Administradora de BenefÃ­cios
421715;1,50117E+13;BRADESCO SAÃšDE - OPERADORA DE PLANOS  S/A;;Medicina de Grupo
5711;9,26931E+13;BRADESCO SAÃšDE S.A.;BRADESCO SAUDE S.A.;Seguradora Especializada em SaÃºde
421561;3,15961E+13;BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÃ“GICOS LTDA;BRASIL ODONTO PLANO DE SAUDE;Odontologia de Grupo
419419;1,99623E+13;BRASILDENTAL OPERADORA DE PLANOS ODONTOLÃ“GICOS S.A.;;Odontologia de Grupo
419613;1,48386E+13;BRAZIL DENTAL OPERADORA DE PLANOS ODONTOLÃ“GICOS LTDA;BRAZIL DENTAL;Odontologia de Grupo
417238;1,83872E+12;BRF S/A;BRF - BRASIL FOODS S/A;AutogestÃ£o
423530;4,62937E+13;BWG ADMINISTRADORA DE BENEFICIOS LTDA.;;Administradora de BenefÃ­cios
415774;7,84444E+12;CABERJ INTEGRAL SAÃšDE S.A;;Medicina de Grupo
424021;5,08054E+13;CACSS ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de BenefÃ­cios
416657;7,02752E+12;CAIXA ASSISTENCIAL DOS AUDITORES FISCAIS DA RECEITA FEDERAL DO BRASIL;CAARF;AutogestÃ£o
327557;8,39376E+13;CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIONÃRIOS DA ACARESC;CASACARESC;AutogestÃ£o
347825;1,0522E+12;CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO;CAURJ;AutogestÃ£o
