419761,19541900000000,18 DE JULHO ADMINISTRADORA DE BENEFÃCIOS LTDA,,Administradora de BenefÃ­cios
421545,22870000000000,2B ODONTOLOGIA OPERADORA DE PLANOS ODONTOLÃ“GICOS LTDA,,Odontologia de Grupo
421421,27452500000000,2CARE OPERADORA DE SAÃšDE LTDA.,,Medicina de Grupo
422908,41788800000000,3S ADMINISTRADORA DE BENEFICIOS LTDA,3S ADMINISTRADORA DE BENEFICIOS,Administradora de BenefÃ­cios
418030,13138900000000,A.P.S. ADMINISTRADORA DE BENEFÃCOS LTDA.,A.P.S. SAÃšDE.,Administradora de BenefÃ­cios
314668,17505800000000,ABERTTA SAÃšDE - ASSOCIAÃ‡ÃƒO BENEFICENTE DOS EMPREGADOS DA ARCELORMITTAL NO BRASIL,ABERTTA SAÃšDE,AutogestÃ£o
419621,17687500000000,ABPLUS ADMINISTRADORA DE BENEFÃCIOS LTDA.,,Administradora de BenefÃ­cios
424242,56298900000000,ABRANGE ADMINISTRADORA DE BENEFICIOS LTDA.,ABRANGE SAÃšDE,Administradora de BenefÃ­cios
418901,10458300000000,AD SALUTE ADMINISTRADORA DE BENEFÃCIOS LTDA,AD SALUTE,Administradora de BenefÃ­cios
421553,28315800000000,ADM LIFE - ADMINISTRADORA DE BENEFÃCIOS LTDA.,ADM LIFE,Administradora de BenefÃ­cios
416932,7867830000000,ADMSERV BENEFÃCIOS E SERVIÃ‡OS LTDA,GÃ‰IA ADMINISTRADORA DE BENEFICIOS,Administradora de BenefÃ­cios
422347,37201500000000,ADRESS ADMINISTRADORA DE BENEFICIOS LTDA,ADRESS,Administradora de BenefÃ­cios
335657,2041810000000,ADVANCE PLANOS DE SAÃšDE LTDA,,Medicina de Grupo
413283,3694370000000,AESP ODONTO ASSISTÃŠNCIA ODONTOLÃ“GICA S/S LTDA EPP,,Odontologia de Grupo
419907,22891600000000,AFFIANCE LIFE ADMINISTRADORA DE BENEFÃCIOS EM SAÃšDE LTDA,AFFIANCE LIFE BENEFÃCIOS,Administradora de BenefÃ­cios
417424,11158500000000,AFFIX ADMINISTRADORA DE BENEFÃCIOS LTDA,AFFIX BENEFÃCIOS,Administradora de BenefÃ­cios
368920,20320500000000,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,,AutogestÃ£o
424285,57522400000000,AIRES OPERADORA DE SAUDE LTDA,AIRES OPERADORA DE SAUDE ,Medicina de Grupo
417742,10387300000000,ALACORÃ” CASF ASSOCIAÃ‡ÃƒO CLUBE DE BENEFICIOS PESSOAIS E EMPRESARIAIS,,Administradora de BenefÃ­cios
416975,6258810000000,ALCANCE SAÃšDE LTDA,ALCANCE SAÃšDE,Medicina de Grupo
421928,34266600000000,ALICE OPERADORA LTDA.,ALICE,Medicina de Grupo
417289,7674590000000,ALL CARE ADMINISTRADORA DE BENEFÃCIOS SÃƒO PAULO LTDA,,Administradora de BenefÃ­cios
417459,11165600000000,ALLCARE ADMINISTRADORA DE BENEFÃCIOS EM SAÃšDE LTDA.,ALLCARE ADMINISTRADORA DE BENEFÃCIOS EM SAÃšDE,Administradora de BenefÃ­cios
515,4439630000000,ALLIANZ SAÃšDE S/A,,Seguradora Especializada em SaÃºde
423262,45568500000000,ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA,ALMA ODONTO,Odontologia de Grupo
419982,20459300000000,ALPHA DENTAL PLANO DE SAUDE LTDA ME,DENTALMED,Odontologia de Grupo
420255,22103100000000,ALTER ADMINISTRADORA DE BENEFICIOS S.A.,,Administradora de BenefÃ­cios
344800,62511000000000,ALVORECER - ASSOCIAÃ‡ÃƒO DE SOCORROS MÃšTUOS,ALVORECER,Medicina de Grupo
424234,56307500000000,AMAZIL ASSISTENCIA MEDICA DO BRASIL LTDA,AMAZIL   ,Medicina de Grupo
419052,16927000000000,AMAZÃ”NIA PLANOS DE SAÃšDE LTDA,PLANO AMAZÃ”NIA SAÃšDE,Medicina de Grupo
423351,46614500000000,AME VVIDA PLANOS DE SAUDE INTEGRADO LTDA.,VIVA VIDA,Medicina de Grupo
304531,17143900000000,AME-ASSISTÃŠNCIA MÃ‰DICA A EMPRESAS LTDA,AME-SISTEMA DE SAÃšDE 24 HORAS,Medicina de Grupo
413330,4257070000000,AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA,AMEP FREGUESIA OPERADORA DE PLANOS DE SAUDE LTDA,Medicina de Grupo
394734,67840000000000,AMEPLAN ASSISTÃŠNCIA MÃ‰DICA PLANEJADA LTDA,AMEPLAN ASSITENCIA MÃ‰DICA PLANEJADA  LTDA.,Medicina de Grupo
321338,84638300000000,AMERON - ASSISTÃŠNCIA MÃ‰DICA RONDÃ”NIA S/A.,AMERON,Medicina de Grupo
401081,68668000000000,AMESC - ASSOCIAÃ‡ÃƒO MÃ‰DICA ESPÃRITA CRISTÃƒ,GRUPO CEMERU SAÃšDE,Medicina de Grupo
418587,15131100000000,AMHA SAUDE S/A,AMHA SAUDE S/A,Medicina de Grupo
421731,29174900000000,AMHE MED ASSISTENCIA A SAUDE LTDA - EPP,AMHE MED,Medicina de Grupo
326305,29309100000000,AMIL ASSISTÃŠNCIA MÃ‰DICA INTERNACIONAL S.A.,AMIL,Medicina de Grupo
325465,20946900000000,AMPARA ASSISTÃŠNCIA MÃ‰DICA PARAÃSO LTDA,AMPARA ,Medicina de Grupo
422720,41077500000000,AMPLA PLANOS DE SAUDE LTDA,AMPLA  ,Medicina de Grupo
423858,43047600000000,AMPLITUDE PLANOS DE SAUDE LTDA ,VYDA SAUDE,Medicina de Grupo
423319,45981200000000,ANAFE SAUDE,ANAFE SAUDE,AutogestÃ£o
421871,3013780000000,ANGELI SISTEMAS DE SAUDE S.A.,,Medicina de Grupo
422932,35808500000000,APLUS ADMINISTRADORA DE BENEFICIOS LTDA,,Administradora de BenefÃ­cios
421693,30902500000000,AQQUER - ADMINISTRADORA DE BENEFÃCIOS LTDA,AQQUER ADMINISTRADORA,Administradora de BenefÃ­cios
416070,17469700000000,ARCELORMITTAL BRASIL S/A,ARCELORMITTAL BRASIL S/A,AutogestÃ£o
422941,41715300000000,ARL ADMINISTRADORA DE BENEFÃCIOS LTDA.,ARL ADMINISTRADORA DE BENEFÃCIOS,Administradora de BenefÃ­cios
352152,743507000000,ARM PLANOS ODONTOLÃ“GICOS LTDA.,ARM ODONTOLOGIA,Odontologia de Grupo
424340,57267300000000,ARTYODONTO BRASIL  PLANO DE ASSISTÃŠNCIA ODONTOLÃ“GICA LTDA,ARTYODONTO BRASIL,Odontologia de Grupo
417769,12080500000000,ASSISTE ADMINISTRADORA DE BENEFÃCIOS LTDA,ASSISTE ,Administradora de BenefÃ­cios
423912,53249800000000,ASSISTÃŠNCIA MÃ‰DICA 12 DE OUTUBRO LTDA,,Medicina de Grupo
325236,66854800000000,ASSISTÃŠNCIA MÃ‰DICA SÃƒO MIGUEL LTDA,SÃƒO MIGUEL SAÃšDE,Medicina de Grupo
365297,1872590000000,ASSISTÃŠNCIA ODONTOLÃ“GICA ESPECIALIZADA LTDA,RISO PLANO ODONTOLOGICO,Odontologia de Grupo
423432,47325300000000,ASSOC DE ASSIST Ã€ SAÃšDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE,ADUFEPE SAÃšDE,AutogestÃ£o
409634,73565300000000,ASSOCIACAO CIVIL PRÃ“-SAÃšDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA,PRO-SAUDE,Medicina de Grupo
360783,59007800000000,ASSOCIACAO DE SAUDE HOLAMBRA,ASSOCIAÃ‡ÃƒO DE SAÃšDE HOLAMBRA,Medicina de Grupo
317632,62636000000000,ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DE SAO PAULO,ASSOCIAÃ‡ÃƒO DOS AGENTES FISCAIS DE RENDAS DO EST. DE SP,AutogestÃ£o
343129,13100800000000,ASSOCIACAO DOS PROFESSORES UNIVERSITÃRIOS DA BAHIA,APUB SAÃšDE,AutogestÃ£o
420093,13083200000000,ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM,ASSEM,AutogestÃ£o
406635,71565700000000,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA,APAS/ITAPETININGA,AutogestÃ£o
410608,200720000000,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS),APAS - PRESIDENTE PRUDENTE,AutogestÃ£o
417599,92741000000000,ASSOCIAÃ‡AO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL,VERTE SAUDE - AFPERGS,Filantropia
333867,89761700000000,ASSOCIAÃ‡AO UNISAUDE MARAU,UNISAÃšDE,Medicina de Grupo
406554,83367300000000,ASSOCIAÃ‡ÃƒO ADVENTISTA NORTE BRASILEIRA DE PREVENÃ‡ÃƒO E ASSISTÃŠNCIA A SAÃšDE,GARANTIA DE SAÃšDE - HOSPITAIS ADVENTISTA DE BELÃ‰M E MANAUS,Filantropia
411752,3849450000000,ASSOCIAÃ‡ÃƒO ASSISTENCIAL DE SAÃšDE SUPLEMENTAR CRUZ AZUL SAÃšDE,CRUZ AZUL SAÃšDE,Medicina de Grupo
322326,25335800000000,ASSOCIAÃ‡ÃƒO BENEFICENTE CATÃ“LICA,HOSPITAL SANTA ISABEL,Filantropia
304131,2030250000000,ASSOCIAÃ‡ÃƒO BENEFICENTE DE ASSISTÃŠNCIA A SAÃšDE DOS JUÃZES DO TRABALHO DA 15Âª REGIÃƒO (ABAS 15),SAÃšDE ABAS,AutogestÃ£o
